CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Location,Processing Date,email
015446,GREENBRIAR AT THE ALTAMONT SKILLED NURSING FACILIT,2831 HIGHLAND AVENUE SOUTH,BIRMINGHAM,AL,35205,"2831 HIGHLAND AVENUE SOUTH,BIRMINGHAM,AL,35205",2026-04-01,
015447,ARABELLA HEALTH AND WELLNESS OF FAIRHOPE,22670 MAIN STREET,FAIRHOPE,AL,36532,"22670 MAIN STREET,FAIRHOPE,AL,36532",2026-04-01,
015448,SOUTH HAMPTON NURSING & REHABILITATION CENTER,213 WILSON MANN ROAD,OWENS CROSS ROADS,AL,35763,"213 WILSON MANN ROAD,OWENS CROSS ROADS,AL,35763",2026-04-01,
015450,WILLOWBROOKE CT SKILLED CARE CTR AT MAGNOLIA TRACE,ONE CROWN CIRCLE,HUNTSVILLE,AL,35802,"ONE CROWN CIRCLE,HUNTSVILLE,AL,35802",2026-04-01,
015451,FLORALA HEALTH AND REHABILITATION LLC,23621 GOLDENROD AVENUE,FLORALA,AL,36442,"23621 GOLDENROD AVENUE,FLORALA,AL,36442",2026-04-01,
015452,ARBOR LAKE HEALTH AND REHAB,1365 GATEWOOD DRIVE,AUBURN,AL,36830,"1365 GATEWOOD DRIVE,AUBURN,AL,36830",2026-04-01,
015454,FAIRVIEW AT REDSTONE VILLAGE,12000 TURNMEYER DRIVE,HUNTSVILLE,AL,35803,"12000 TURNMEYER DRIVE,HUNTSVILLE,AL,35803",2026-04-01,
015455,ELITE NURSING AND REHABILITATION CARE CENTER,300 ROYAL TOWER DRIVE,BIRMINGHAM,AL,35209,"300 ROYAL TOWER DRIVE,BIRMINGHAM,AL,35209",2026-04-01,
015457,KIRKWOOD BY THE RIVER,3605 RATLIFF ROAD,BIRMINGHAM,AL,35210,"3605 RATLIFF ROAD,BIRMINGHAM,AL,35210",2026-04-01,
015460,CHARLTON PLACE REHAB AND HEALTHCARE CENTER,65 CHARLTON PLACE,DEATSVILLE,AL,36022,"65 CHARLTON PLACE,DEATSVILLE,AL,36022",2026-04-01,
015463,KNOLLWOOD HEALTHCARE,3151-A KNOLLWOOD DRIVE,MOBILE,AL,36693,"3151-A KNOLLWOOD DRIVE,MOBILE,AL,36693",2026-04-01,
015464,"ASPIRE PHYSICAL RECOVERY CENTER AT HOOVER, LLC",575 SOUTHLAND DRIVE,HOOVER,AL,35226,"575 SOUTHLAND DRIVE,HOOVER,AL,35226",2026-04-01,
015465,ASPIRE PHYSICAL RECOVERY CENTER OF WEST ALABAMA,2400 HOSPITAL DRIVE,NORTHPORT,AL,35476,"2400 HOSPITAL DRIVE,NORTHPORT,AL,35476",2026-04-01,
015467,CAVALIER HEALTHCARE OF TRUSSVILLE,119 WATTERSON PARKWAY,TRUSSVILLE,AL,35173,"119 WATTERSON PARKWAY,TRUSSVILLE,AL,35173",2026-04-01,
015468,ASPIRE PHYSICAL RECOVERY CENTER AT CAHABA RIVER,3070 HEALTHY WAY,VESTAVIA,AL,35243,"3070 HEALTHY WAY,VESTAVIA,AL,35243",2026-04-01,
01A193,FATHER PURCELL MEMORIAL EXCEPTIONAL CHILDREN'S CTR,2048 W FAIRVIEW AVE,MONTGOMERY,AL,36108,"2048 W FAIRVIEW AVE,MONTGOMERY,AL,36108",2026-04-01,
025010,KETCHIKAN MED CTR NEW HORIZONS TRANSITIONAL CARE,3100 TONGASS AVENUE,KETCHIKAN,AK,99901,"3100 TONGASS AVENUE,KETCHIKAN,AK,99901",2026-04-01,
025015,WRANGELL MEDICAL CENTER LTC,232 WOOD STREET,WRANGELL,AK,99929,"232 WOOD STREET,WRANGELL,AK,99929",2026-04-01,
025018,POLARIS TRANSITIONAL CARE,910 COMPASSION CIRCLE,ANCHORAGE,AK,99504,"910 COMPASSION CIRCLE,ANCHORAGE,AK,99504",2026-04-01,
025019,PETERSBURG MEDICAL CENTER LTC,103 FRAM STREET,PETERSBURG,AK,99833,"103 FRAM STREET,PETERSBURG,AK,99833",2026-04-01,
025021,HERITAGE PLACE,232 ROCKWELL AVENUE,SOLDOTNA,AK,99669,"232 ROCKWELL AVENUE,SOLDOTNA,AK,99669",2026-04-01,
025024,PROVIDENCE SEWARD MOUNTAIN HAVEN,2203 OAK STREET,SEWARD,AK,99664,"2203 OAK STREET,SEWARD,AK,99664",2026-04-01,
025025,CENTENNIAL POST ACUTE,9100 CENTENNIAL DRIVE,ANCHORAGE,AK,99504,"9100 CENTENNIAL DRIVE,ANCHORAGE,AK,99504",2026-04-01,
025026,QUYANNA CARE CENTER,1100 GREG KRUSCHEK AVENUE,NOME,AK,99762,"1100 GREG KRUSCHEK AVENUE,NOME,AK,99762",2026-04-01,
025027,WILDFLOWER COURT,2000 SALMON CREEK LANE,JUNEAU,AK,99801,"2000 SALMON CREEK LANE,JUNEAU,AK,99801",2026-04-01,
025028,CORDOVA COMMUNITY MED LTC,602 CHASE AVE,CORDOVA,AK,99574,"602 CHASE AVE,CORDOVA,AK,99574",2026-04-01,
025030,PROVIDENCE KODIAK ISLAND MED LTC,1915 E REZANOF DRIVE,KODIAK,AK,99615,"1915 E REZANOF DRIVE,KODIAK,AK,99615",2026-04-01,
025031,SOUTH PENINSULA HOSPITAL LTC,4300 BARTLETT STREET,HOMER,AK,99603,"4300 BARTLETT STREET,HOMER,AK,99603",2026-04-01,
025032,SEARHC SITKA LONG TERM CARE,209 MOLLER AVENUE,SITKA,AK,99835,"209 MOLLER AVENUE,SITKA,AK,99835",2026-04-01,
025035,UTUQQANAAT INAAT,436 MISSION STREET,KOTZEBUE,AK,99752,"436 MISSION STREET,KOTZEBUE,AK,99752",2026-04-01,
025036,Polaris Extended Care,920 COMPASSION CIRCLE,ANCHORAGE,AK,99504,"920 COMPASSION CIRCLE,ANCHORAGE,AK,99504",2026-04-01,
025037,YUKON KUSKOKWIM ELDER'S HOME,1100 CHIEF EDDIE HOFFMAN HWY,BETHEL,AK,99559,"1100 CHIEF EDDIE HOFFMAN HWY,BETHEL,AK,99559",2026-04-01,
025038,MAPLE SPRINGS OF WASILLA,3265 E MERIDIAN LOOP,WASILLA,AK,99654,"3265 E MERIDIAN LOOP,WASILLA,AK,99654",2026-04-01,
035062,DESERT HAVEN CARE CENTER,2645 EAST THOMAS ROAD,PHOENIX,AZ,85016,"2645 EAST THOMAS ROAD,PHOENIX,AZ,85016",2026-04-01,
035070,CASAS ADOBES POST ACUTE REHAB CENTER,1919 WEST MEDICAL STREET,TUCSON,AZ,85704,"1919 WEST MEDICAL STREET,TUCSON,AZ,85704",2026-04-01,
035072,PHOENIX MOUNTAIN POST ACUTE,13232 NORTH TATUM BLVD,PHOENIX,AZ,85032,"13232 NORTH TATUM BLVD,PHOENIX,AZ,85032",2026-04-01,
035073,"HAVEN HEALTH GREEN VALLEY, LLC",150 NORTH LA CANADA DRIVE,GREEN VALLEY,AZ,85614,"150 NORTH LA CANADA DRIVE,GREEN VALLEY,AZ,85614",2026-04-01,
035076,OSBORN HEALTH AND REHABILITATION,3333 NORTH CIVIC CENTER PLAZA,SCOTTSDALE,AZ,85251,"3333 NORTH CIVIC CENTER PLAZA,SCOTTSDALE,AZ,85251",2026-04-01,
035086,"HAVEN OF SIERRA VISTA, LLC",660 SOUTH CORONADO DRIVE,SIERRA VISTA,AZ,85635,"660 SOUTH CORONADO DRIVE,SIERRA VISTA,AZ,85635",2026-04-01,
035087,NORTH MOUNTAIN MEDICAL AND REHABILITATION CENTER,9155 NORTH THIRD STREET,PHOENIX,AZ,85020,"9155 NORTH THIRD STREET,PHOENIX,AZ,85020",2026-04-01,
035092,Bella Vita Health and Rehabilitation Center,5125 NORTH 58TH AVENUE,GLENDALE,AZ,85301,"5125 NORTH 58TH AVENUE,GLENDALE,AZ,85301",2026-04-01,
035093,HAVEN OF COTTONWOOD,197 SOUTH WILLARD STREET,COTTONWOOD,AZ,86326,"197 SOUTH WILLARD STREET,COTTONWOOD,AZ,86326",2026-04-01,
035096,"HAVEN OF SANDPOINTE, LLC",2222 SOUTH AVENUE A,YUMA,AZ,85364,"2222 SOUTH AVENUE A,YUMA,AZ,85364",2026-04-01,
035097,The Legacy Rehab & Care Center,2812 SILVER CREEK ROAD,BULLHEAD CITY,AZ,86442,"2812 SILVER CREEK ROAD,BULLHEAD CITY,AZ,86442",2026-04-01,
035099,SANDSTONE OF TUCSON REHAB CENTRE,2900 EAST MILBER STREET,TUCSON,AZ,85714,"2900 EAST MILBER STREET,TUCSON,AZ,85714",2026-04-01,
035111,Lake Pleasant Post Acute Rehabilitation Center,20625 NORTH LAKE PLEASANT ROAD,PEORIA,AZ,85382,"20625 NORTH LAKE PLEASANT ROAD,PEORIA,AZ,85382",2026-04-01,
035112,APACHE JUNCTION HEALTH CENTER,2012 WEST SOUTHERN AVE,APACHE JUNCTION,AZ,85120,"2012 WEST SOUTHERN AVE,APACHE JUNCTION,AZ,85120",2026-04-01,
035114,Mountain View Manor,1045 SANDRETTO DRIVE,PRESCOTT,AZ,86305,"1045 SANDRETTO DRIVE,PRESCOTT,AZ,86305",2026-04-01,
035116,THE REHABILITATION CENTER AT THE PALAZZO,6250 NORTH 19TH AVENUE,PHOENIX,AZ,85015,"6250 NORTH 19TH AVENUE,PHOENIX,AZ,85015",2026-04-01,
035117,PAYSON CARE CENTER,107 EAST LONE PINE DRIVE,PAYSON,AZ,85541,"107 EAST LONE PINE DRIVE,PAYSON,AZ,85541",2026-04-01,
035118,HAVEN OF CAMP VERDE,86 WEST SALT MINE ROAD,CAMP VERDE,AZ,86322,"86 WEST SALT MINE ROAD,CAMP VERDE,AZ,86322",2026-04-01,
035121,BOSWELL TRANSITIONAL CARE OF CASCADIA,10601 WEST SANTA FE DRIVE,SUN CITY,AZ,85351,"10601 WEST SANTA FE DRIVE,SUN CITY,AZ,85351",2026-04-01,
035125,RIDGECREST POST ACUTE,16640 NORTH 38TH STREET,PHOENIX,AZ,85032,"16640 NORTH 38TH STREET,PHOENIX,AZ,85032",2026-04-01,
035126,Life Care Center of North Glendale,13620 NORTH 55TH AVENUE,GLENDALE,AZ,85304,"13620 NORTH 55TH AVENUE,GLENDALE,AZ,85304",2026-04-01,
035127,"Haven Health Prescott, LLC",864 DOUGHERTY STREET,PRESCOTT,AZ,86305,"864 DOUGHERTY STREET,PRESCOTT,AZ,86305",2026-04-01,
035134,RIM COUNTRY HEALTH & RETIREMENT COMMUNITY,807 WEST LONGHORN ROAD,PAYSON,AZ,85541,"807 WEST LONGHORN ROAD,PAYSON,AZ,85541",2026-04-01,
035136,LIFE CARE CENTER OF SIERRA VISTA,2305 EAST WILCOX DRIVE,SIERRA VISTA,AZ,85635,"2305 EAST WILCOX DRIVE,SIERRA VISTA,AZ,85635",2026-04-01,
035139,HAVEN OF SHOW LOW,2401 EAST HUNT STREET,SHOW LOW,AZ,85901,"2401 EAST HUNT STREET,SHOW LOW,AZ,85901",2026-04-01,
035141,Heritage Health Care Center,1300 SOUTH STREET,GLOBE,AZ,85501,"1300 SOUTH STREET,GLOBE,AZ,85501",2026-04-01,
035143,LIFE CARE CENTER OF SCOTTSDALE,9494 EAST BECKER LANE,SCOTTSDALE,AZ,85260,"9494 EAST BECKER LANE,SCOTTSDALE,AZ,85260",2026-04-01,
035144,Peoria Post Acute and Rehabilitation,13215 NORTH 94TH DRIVE,PEORIA,AZ,85381,"13215 NORTH 94TH DRIVE,PEORIA,AZ,85381",2026-04-01,
035145,DEVON GABLES REHABILITATION CENTER,6150 EAST GRANT ROAD,TUCSON,AZ,85712,"6150 EAST GRANT ROAD,TUCSON,AZ,85712",2026-04-01,
035146,Life Care Center of Paradise Valley,4065 EAST BELL ROAD,PHOENIX,AZ,85032,"4065 EAST BELL ROAD,PHOENIX,AZ,85032",2026-04-01,
035147,VILLA MARIA POST ACUTE AND REHABILITATION,4310 EAST GRANT ROAD,TUCSON,AZ,85712,"4310 EAST GRANT ROAD,TUCSON,AZ,85712",2026-04-01,
035152,YUMA NURSING CENTER,1850 WEST 25TH STREET,YUMA,AZ,85364,"1850 WEST 25TH STREET,YUMA,AZ,85364",2026-04-01,
035154,PROVIDENCE PLACE AT GLENCROFT,8641 NORTH 67TH AVE,GLENDALE,AZ,85302,"8641 NORTH 67TH AVE,GLENDALE,AZ,85302",2026-04-01,
035158,Prescott Village Nursing & Rehabilitation,1030 SCOTT DRIVE,PRESCOTT,AZ,86301,"1030 SCOTT DRIVE,PRESCOTT,AZ,86301",2026-04-01,
035159,Horizon Post Acute and Rehabilitation Center,4704 WEST DIANA AVENUE,GLENDALE,AZ,85302,"4704 WEST DIANA AVENUE,GLENDALE,AZ,85302",2026-04-01,
035164,DESERT BLOSSOM HEALTH & REHAB CENTER,60 SOUTH 58TH STREET,MESA,AZ,85206,"60 SOUTH 58TH STREET,MESA,AZ,85206",2026-04-01,
035165,HAVEN OF TUCSON,3705 NORTH SWAN ROAD,TUCSON,AZ,85718,"3705 NORTH SWAN ROAD,TUCSON,AZ,85718",2026-04-01,
035166,Estrella Health And Rehabilitation Center,350 EAST LA CANADA,AVONDALE,AZ,85323,"350 EAST LA CANADA,AVONDALE,AZ,85323",2026-04-01,
035169,Desert Highlands Care Center,1081 KATHLEEN AVE,KINGMAN,AZ,86401,"1081 KATHLEEN AVE,KINGMAN,AZ,86401",2026-04-01,
035173,CHRISTIAN CARE NURSING CENTER,11812 NORTH 19TH AVE,PHOENIX,AZ,85029,"11812 NORTH 19TH AVE,PHOENIX,AZ,85029",2026-04-01,
035174,PARK AVENUE HEALTH AND REHABILITATION CENTER,2001 NORTH PARK AVENUE,TUCSON,AZ,85719,"2001 NORTH PARK AVENUE,TUCSON,AZ,85719",2026-04-01,
035175,DESERT PEAK CARE CENTER,8825 SOUTH 7TH STREET,PHOENIX,AZ,85042,"8825 SOUTH 7TH STREET,PHOENIX,AZ,85042",2026-04-01,
035183,AZ - RIO VISTA POST ACUTE AND REHABILITATION,10323 WEST OLIVE AVENUE,PEORIA,AZ,85345,"10323 WEST OLIVE AVENUE,PEORIA,AZ,85345",2026-04-01,
035189,LA CANADA CARE CENTER,7970 NORTH LA CANADA DRIVE,TUCSON,AZ,85704,"7970 NORTH LA CANADA DRIVE,TUCSON,AZ,85704",2026-04-01,
035207,Springdale Village Post Acute,7255 EAST BROADWAY ROAD,MESA,AZ,85208,"7255 EAST BROADWAY ROAD,MESA,AZ,85208",2026-04-01,
035216,CARING HOUSE,510 SOUTH OCOTILLO ROAD,SACATON,AZ,85147,"510 SOUTH OCOTILLO ROAD,SACATON,AZ,85147",2026-04-01,
035217,REHAB AT SCOTTSDALE VILLAGE SQUARE,2620 NORTH 68TH STREET,SCOTTSDALE,AZ,85257,"2620 NORTH 68TH STREET,SCOTTSDALE,AZ,85257",2026-04-01,
035233,HAVEN OF GLOBE,1100 MONROE STREET,GLOBE,AZ,85501,"1100 MONROE STREET,GLOBE,AZ,85501",2026-04-01,
035234,Arizona State Veteran Home-Phx,4141 NORTH S HERRERA WAY,PHOENIX,AZ,85012,"4141 NORTH S HERRERA WAY,PHOENIX,AZ,85012",2026-04-01,
035242,DR GUY GORMAN SR CARE HOME,HIGHWAY 191 & HOSPITAL ROAD,CHINLE,AZ,86503,"HIGHWAY 191 & HOSPITAL ROAD,CHINLE,AZ,86503",2026-04-01,
035244,Prescott Valley Nursing & Rehabilitation,3380 NORTH WINDSONG DRIVE,PRESCOTT VALLEY,AZ,86314,"3380 NORTH WINDSONG DRIVE,PRESCOTT VALLEY,AZ,86314",2026-04-01,
035245,Sunview Respiratory and Rehabilitation,12207 NORTH 113TH AVENUE,YOUNGTOWN,AZ,85363,"12207 NORTH 113TH AVENUE,YOUNGTOWN,AZ,85363",2026-04-01,
035247,MARYLAND GARDENS POST ACUTE,31 WEST MARYLAND AVENUE,PHOENIX,AZ,85013,"31 WEST MARYLAND AVENUE,PHOENIX,AZ,85013",2026-04-01,
035249,THE GARDENS REHAB & CARE CENTER,3131 WESTERN AVENUE,KINGMAN,AZ,86401,"3131 WESTERN AVENUE,KINGMAN,AZ,86401",2026-04-01,
035253,BROOKDALE SANTA CATALINA,7500 NORTH CALLE SIN ENVIDIA,TUCSON,AZ,85718,"7500 NORTH CALLE SIN ENVIDIA,TUCSON,AZ,85718",2026-04-01,
035254,WINSLOW CAMPUS OF CARE,826 WEST DESMOND STREET,WINSLOW,AZ,86047,"826 WEST DESMOND STREET,WINSLOW,AZ,86047",2026-04-01,
035255,Palm Valley Post Acute,13575 WEST MCDOWELL ROAD,GOODYEAR,AZ,85395,"13575 WEST MCDOWELL ROAD,GOODYEAR,AZ,85395",2026-04-01,
035256,Freedom Plaza Care Center,13714 NORTH PLAZA DEL RIO BLVD,PEORIA,AZ,85381,"13714 NORTH PLAZA DEL RIO BLVD,PEORIA,AZ,85381",2026-04-01,
035257,THE PEAKS HEALTH & REHABILITATION,3150 NORTH WINDING BROOK ROAD,FLAGSTAFF,AZ,86001,"3150 NORTH WINDING BROOK ROAD,FLAGSTAFF,AZ,86001",2026-04-01,
035263,ARCHIE HENDRICKS SENIOR SKILLED NURSING FACILITY,FEDERAL ROUTE 15 MILE POST 9,SELLS,AZ,85634,"FEDERAL ROUTE 15 MILE POST 9,SELLS,AZ,85634",2026-04-01,
035264,Sun Health La Loma Care Center,14260 SOUTH DENNY BOULEVARD,LITCHFIELD PARK,AZ,85340,"14260 SOUTH DENNY BOULEVARD,LITCHFIELD PARK,AZ,85340",2026-04-01,
035265,SUN HEALTH GRANDVIEW CARE CENTER,14505 WEST GRANITE VALLEY DRIVE,SUN CITY WEST,AZ,85375,"14505 WEST GRANITE VALLEY DRIVE,SUN CITY WEST,AZ,85375",2026-04-01,
035266,ADVANCED HEALTHCARE OF MESA,5755 EAST MAIN STREET,MESA,AZ,85205,"5755 EAST MAIN STREET,MESA,AZ,85205",2026-04-01,
035268,ADVANCE HEALTH CARE OF SCOTTSDALE,9846 NORTH 95TH STREET,SCOTTSDALE,AZ,85258,"9846 NORTH 95TH STREET,SCOTTSDALE,AZ,85258",2026-04-01,
035270,Ahwatukee Post Acute,15810 SOUTH 42ND STREET,PHOENIX,AZ,85048,"15810 SOUTH 42ND STREET,PHOENIX,AZ,85048",2026-04-01,
035272,"Vi at Grayhawk, a Vi and Plaza Companies Community",7501 EAST THOMPSON PEAK PARKWAY,SCOTTSDALE,AZ,85255,"7501 EAST THOMPSON PEAK PARKWAY,SCOTTSDALE,AZ,85255",2026-04-01,
035273,SPLENDIDO AT RANCHO VISTOSO,13500 NORTH RANCHO VISTOSO BLVD,TUCSON,AZ,85755,"13500 NORTH RANCHO VISTOSO BLVD,TUCSON,AZ,85755",2026-04-01,
035275,ADVANCED HEALTH CARE OF GLENDALE,16825 NORTH 63RD AVENUE,GLENDALE,AZ,85306,"16825 NORTH 63RD AVENUE,GLENDALE,AZ,85306",2026-04-01,
035276,OASIS PAVILION NURSING & REHABILITATION CENTER,161 WEST RODEO ROAD SUITE 1,CASA GRANDE,AZ,85122,"161 WEST RODEO ROAD SUITE 1,CASA GRANDE,AZ,85122",2026-04-01,
035279,Acacia Health Center,4555 EAST MAYO BLVD,PHOENIX,AZ,85050,"4555 EAST MAYO BLVD,PHOENIX,AZ,85050",2026-04-01,
035280,SANTE OF MESA,5358 EAST BASELINE ROAD,MESA,AZ,85206,"5358 EAST BASELINE ROAD,MESA,AZ,85206",2026-04-01,
035281,"VI AT SILVERSTONE, A VI AND PLAZA COMPANIES COMMUN",22605 NORTH 74TH STREET,SCOTTSDALE,AZ,85255,"22605 NORTH 74TH STREET,SCOTTSDALE,AZ,85255",2026-04-01,
035282,Sante Of Surprise,14775 WEST YORKSHIRE DRIVE,SURPRISE,AZ,85374,"14775 WEST YORKSHIRE DRIVE,SURPRISE,AZ,85374",2026-04-01,
035283,SANTE OF CHANDLER,825 SOUTH 94TH STREET,CHANDLER,AZ,85224,"825 SOUTH 94TH STREET,CHANDLER,AZ,85224",2026-04-01,
035284,ARIZONA STATE VETERAN HOME-TUCSON,555 EAST AJO WAY,TUCSON,AZ,85713,"555 EAST AJO WAY,TUCSON,AZ,85713",2026-04-01,
035286,SANTE OF NORTH SCOTTSDALE,17490 NORTH 93RD STREET,SCOTTSDALE,AZ,85255,"17490 NORTH 93RD STREET,SCOTTSDALE,AZ,85255",2026-04-01,
035289,"CENTER AT ARROWHEAD, LLC",7201 W CAMINO SAN XAVIER AVE,GLENDALE,AZ,85308,"7201 W CAMINO SAN XAVIER AVE,GLENDALE,AZ,85308",2026-04-01,
035290,"HAVEN HEALTH SKY HARBOR, LLC",1880 EAST VAN BUREN STREET,PHOENIX,AZ,85006,"1880 EAST VAN BUREN STREET,PHOENIX,AZ,85006",2026-04-01,
035291,"THE CENTER AT VAL VISTA, LLC",3744 SOUTH ROME STREET,GILBERT,AZ,85297,"3744 SOUTH ROME STREET,GILBERT,AZ,85297",2026-04-01,
035292,SANDSTONE ESTATES REHAB CENTRE,2040 NORTH WILMOT ROAD,TUCSON,AZ,85712,"2040 NORTH WILMOT ROAD,TUCSON,AZ,85712",2026-04-01,
035295,THE CENTER AT TUCSON,5020 EAST GLENN STREET,TUCSON,AZ,85712,"5020 EAST GLENN STREET,TUCSON,AZ,85712",2026-04-01,
035297,SURPRISE HEALTH AND REHABILITATION CENTER,14660 WEST PARKWOOD DRIVE,SURPRISE,AZ,85374,"14660 WEST PARKWOOD DRIVE,SURPRISE,AZ,85374",2026-04-01,
035298,WELBROOK YUMA OPCO LLC,2271 SOUTH RIDGEVIEW DRIVE,YUMA,AZ,85364,"2271 SOUTH RIDGEVIEW DRIVE,YUMA,AZ,85364",2026-04-01,
035299,NORTHPARK HEALTH AND REHABILITATION OF CASCADIA,2020 NORTH 95TH AVENUE,PHOENIX,AZ,85037,"2020 NORTH 95TH AVENUE,PHOENIX,AZ,85037",2026-04-01,
035300,MIRABELLA AT ASU,65 EAST UNIVERSITY AVENUE,TEMPE,AZ,85281,"65 EAST UNIVERSITY AVENUE,TEMPE,AZ,85281",2026-04-01,
035301,SKILLED NURSING UNIT AT ORO VALLEY HOSPITAL,1551 E TANGERINE RD,ORO VALLEY,AZ,85755,"1551 E TANGERINE RD,ORO VALLEY,AZ,85755",2026-04-01,
035303,ARIZONA STATE VETERAN HOME - YUMA,6051 EAST 34TH STREET,YUMA,AZ,85365,"6051 EAST 34TH STREET,YUMA,AZ,85365",2026-04-01,
045070,ROGERS HEALTH AND REHABILITATION CENTER,1149 W NEW HOPE RD,ROGERS,AR,72758,"1149 W NEW HOPE RD,ROGERS,AR,72758",2026-04-01,
045098,THE BLOSSOMS AT HOT SPRINGS REHAB AND NURSING CENT,552 GOLF LINKS ROAD,HOT SPRINGS,AR,71901,"552 GOLF LINKS ROAD,HOT SPRINGS,AR,71901",2026-04-01,
045135,THE SPRINGS MAGNOLIA,2642 NORTH DUDNEY ROAD,MAGNOLIA,AR,71753,"2642 NORTH DUDNEY ROAD,MAGNOLIA,AR,71753",2026-04-01,
045138,VALLEY SPRINGS REHABILITATION AND HEALTH CENTER,228 POINTER TRAIL WEST,VAN BUREN,AR,72956,"228 POINTER TRAIL WEST,VAN BUREN,AR,72956",2026-04-01,
045140,THE SPRINGS SEARCY,1205 SKYLINE DRIVE,SEARCY,AR,72143,"1205 SKYLINE DRIVE,SEARCY,AR,72143",2026-04-01,
045142,THE SPRINGS OF PARK AVE,1401 PARK AVENUE,HOT SPRINGS,AR,71901,"1401 PARK AVENUE,HOT SPRINGS,AR,71901",2026-04-01,
045143,"Concordia Nursing & Rehab, LLC",7 Professional Drive,Bella Vista,AR,72714,"7 Professional Drive,Bella Vista,AR,72714",2026-04-01,
045146,THE BLOSSOMS AT MOUNTAIN VIEW REHAB & NURSING CEN,706 OAK GROVE ST,MOUNTAIN VIEW,AR,72560,"706 OAK GROVE ST,MOUNTAIN VIEW,AR,72560",2026-04-01,
045147,BROOKRIDGE COVE REHABILITATION AND CARE  CENTER,1000 BROOKRIDGE LANE,MORRILTON,AR,72110,"1000 BROOKRIDGE LANE,MORRILTON,AR,72110",2026-04-01,
045157,RIVER RIDGE REHABILITATION AND CARE CENTER,1100 EAST MARTIN DRIVE,WYNNE,AR,72396,"1100 EAST MARTIN DRIVE,WYNNE,AR,72396",2026-04-01,
045167,SPRINGDALE HEALTH AND REHABILITATION CENTER,102 NORTH GUTENSOHN,SPRINGDALE,AR,72762,"102 NORTH GUTENSOHN,SPRINGDALE,AR,72762",2026-04-01,
045168,"JOHNSON COUNTY HEALTH AND REHAB, LLC",1451 EAST POPLAR STREET,CLARKSVILLE,AR,72830,"1451 EAST POPLAR STREET,CLARKSVILLE,AR,72830",2026-04-01,
045170,THE GREEN HOUSE COTTAGES OF BELLE MEADE,2200 CHATEAU BOULEVARD,PARAGOULD,AR,72450,"2200 CHATEAU BOULEVARD,PARAGOULD,AR,72450",2026-04-01,
045172,Dermott City Nursing Home,702 West Gaines St,Dermott,AR,71638,"702 West Gaines St,Dermott,AR,71638",2026-04-01,
045173,SILVER OAKS HEALTH AND REHABILITATION,1875 OLD WIRE ROAD,CAMDEN,AR,71701,"1875 OLD WIRE ROAD,CAMDEN,AR,71701",2026-04-01,
045176,"THE WOODS, A NIGHTINGALE COMMUNITY",1194 N CHESTER ST,MONTICELLO,AR,71655,"1194 N CHESTER ST,MONTICELLO,AR,71655",2026-04-01,
045177,"CRESTPARK DEWITT, LLC",1325 LIBERTY DRIVE,DE WITT,AR,72042,"1325 LIBERTY DRIVE,DE WITT,AR,72042",2026-04-01,
045178,"PIGGOTT HEALTHCARE & SENIOR LIVING, LLC",450 S 9TH AVE,PIGGOTT,AR,72454,"450 S 9TH AVE,PIGGOTT,AR,72454",2026-04-01,
045182,"COURTYARD REHABILITATION AND HEALTH CENTER, LLC",2415 W HILLSBORO,EL DORADO,AR,71730,"2415 W HILLSBORO,EL DORADO,AR,71730",2026-04-01,
045183,"SALEM PLACE NURSING AND REHABILITATION CENTER, INC",2401 CHRISTINA LANE,CONWAY,AR,72034,"2401 CHRISTINA LANE,CONWAY,AR,72034",2026-04-01,
045184,Lake Village Rehabilitation and Care Center,903 Borgognoni Drive,Lake Village,AR,71653,"903 Borgognoni Drive,Lake Village,AR,71653",2026-04-01,
045187,THE GREEN HOUSE COTTAGES OF WENTWORTH PLACE,26 WARNOCK SPRINGS ROAD,MAGNOLIA,AR,71753,"26 WARNOCK SPRINGS ROAD,MAGNOLIA,AR,71753",2026-04-01,
045191,LAKE FOREST SENIOR LIVING AT HOT SPRINGS VILLAGE,121 CORTEZ RD,HOT SPRINGS VILLAGE,AR,71909,"121 CORTEZ RD,HOT SPRINGS VILLAGE,AR,71909",2026-04-01,
045194,THE COTTAGES AT TEXARKANA,4701 JEFFERSON AVENUE,TEXARKANA,AR,71854,"4701 JEFFERSON AVENUE,TEXARKANA,AR,71854",2026-04-01,
045195,THE SPRINGS BROADWAY,800 WEST BROADWAY,WEST MEMPHIS,AR,72301,"800 WEST BROADWAY,WEST MEMPHIS,AR,72301",2026-04-01,
045196,SOUTHRIDGE VILLAGE NURSING AND REHAB,400 SOUTHRIDGE PARKWAY,HEBER SPRINGS,AR,72543,"400 SOUTHRIDGE PARKWAY,HEBER SPRINGS,AR,72543",2026-04-01,
045197,THE SPRINGS OF HARRISON,115 ORENDORFF AVENUE,HARRISON,AR,72601,"115 ORENDORFF AVENUE,HARRISON,AR,72601",2026-04-01,
045199,HEARTLAND REHABILITATION AND CARE CENTER,19701 INTERSTATE 30,BENTON,AR,72015,"19701 INTERSTATE 30,BENTON,AR,72015",2026-04-01,
045201,CHAPEL WOODS HEALTH AND REHABILITATION,1440 EAST CHURCH,WARREN,AR,71671,"1440 EAST CHURCH,WARREN,AR,71671",2026-04-01,
